Cliente;Data_Cadastro;Telefone;Email;Valor_Compra;Status;Categoria;ID_Produto;Endereco;Estado;CEP;Produto;Quantidade;Forma_Pagamento;Observacao
Sr. Arthur Jesus;2023-12-01;5521905459980;mouraisabel@pereira.com;2707.2;Inativo;Roupas;WC84-23dC;Núcleo Clara Freitas, 37, Vila Paquetá, 55037-142 Porto da Mata / PB;XX;39294640;Camisa;2;Dinheiro;Entregar urgente
Sr. João Vitor Rezende;01/04/2025;5584957822762;costasophia@hotmail.com;1774,68;INATIVO;Alimentos;sh25-59vj;da Costa da Prata;RJ;39089-480;Chocolate;;;
Sra. Maitê Azevedo;2024-10-11;(041) 0243-7496;joao08@cardoso.com;7298,3;Ativo;Roupas;rv30-81sF;Nunes de Goiás;SP;51463-040;Camisa;1;;Atraso na entrega
helena ramos;28/11/2023;5531905750833;das-nevessamuel@rezende.com;1684,29;INATIVO;Móveis;ft07-07ZZ;da Cunha;MG;19221262;Armário;1;;Entregar urgente
elisa araújo;30/04/2024;+55 (051) 6443-0949;davi-lucasfernandes@uol.com.br;6779,25;Ativo;Eletrônicos;Lg55-47cP;Colônia Antônio Novaes, 14, Pompéia, 27160466 Gonçalves de Freitas / RS;RS;00312-020;Tablet;2;Cartão;Atraso na entrega
Sr. Luiz Gustavo Souza;2023-08-16;51 1077 4724;vbarbosa@gmail.com;3846.27;Inativo;Roupas;Et00-40bY;Núcleo de Azevedo, 551, Boa União 1ª Seção, 38932974 Dias do Galho / RJ;MG;08978-369;Vestido;;Dinheiro;Atraso na entrega
Dr. Rafaela Porto;2025-03-23;5581968691419;ncastro@ig.com.br;4159.32;Inativo;Móveis;vU91-56oa;Novaes Alegre;SP;489047;Cadeira;2;;Cliente VIP
Bryan Correia;28/03/2024;31 7149-6620;lbarbosa@caldeira.com;8762,05;;Roupas;hq72-50PG;Gonçalves;SP;81682005;Calça;;Boleto;
ian da mota;06/07/2023;+55 21 4768-0724;castroana-sophia@cardoso.net;7216,59;ativo;Móveis;FB03-17Sm;das Neves da Praia;XX;74710-124;Sofá;1;PIX;Cliente VIP
andré da costa;2024-05-26;5581920204671;marceloda-cunha@ramos.org;834.67;Ativo;Eletrônicos;ep10-43Qh;Setor de Alves, 75, Vila Paraíso, 22085774 Ferreira / TO;MG;69014-077;Smartphone;1;Cartão;Cliente VIP
otávio cunha;2023-11-28;(021) 6394 6166;quo@ipsa;7511.46;Em análise;Roupas;Fg24-01Gc;Viaduto de Araújo, 99, Lajedo, 55904708 Nascimento da Praia / AL;RJ;68993714;Jaqueta;5;PIX;Atraso na entrega
guilherme carvalho;03/06/2023;+55 (081) 3084 1264;enzo23@gomes.br;1674.52;Ativo;Eletrônicos;Py14-91Ai;Via de Cardoso, Araguaia, 04771130 Duarte de Goiás / PA;RJ;17385-;Smartphone;3;dinheiro;
Dr. Samuel da Cruz;2023-05-21;(031) 6581-1685;franciscoda-paz@costa.br;592,22;ativo;Roupas;yY67-66ki;Loteamento de Lopes, 41, Nova Granada, 79588380 Sales / MA;RS;47669163;Camisa;;;Cliente VIP
lorenzo pires;30/08/2023;5551970680699;cauamendes@castro.br;6414.54;;Roupas;HD72-09Li;Loteamento Thales Melo, 80, São Marcos, 48071832 Jesus / AM;XX;95076816;Vestido;;PIX;Cliente VIP
sra. catarina barros;2024-10-08;(041) 8520 6626;thiagorodrigues@uol.com.br;4131,38;Em análise;Roupas;ts09-94BB;Praia de Porto, 92, Vila São Francisco, 01947-835 Moreira de Lima / SP;RJ;86678-762;Jaqueta;5;Dinheiro;Atraso na entrega
Sr. Kamilly da Mota;22/11/2024;5511931892490;diasjoao@monteiro.com;5668,07;INATIVO;Roupas;Vl26-25mn;Parque Bernardo Gonçalves, 21, Vila Pinho, 87545-668 da Conceição da Serra / PI;MG;23499-;Jaqueta;;;Atraso na entrega
Dra. Isadora Silveira;02/06/2023;(021) 0278 5533;vieirastella@hotmail.com;4204,03;INATIVO;Roupas;Do90-33GB;Residencial Moura, 20, Alípio De Melo, 80003-813 Nunes / SC;RS;56878120;Vestido;;dinheiro;
Sra. João Gabriel da Conceição;2024-02-25;5551944865883;thomascavalcanti@ig.com.br;5386,93;Ativo;Roupas;wO59-31Fl;Moura da Prata;AM;24592-;Camisa;4;Cartão;Atraso na entrega
Sra. Gustavo Fernandes;2025-02-22;11 9186-5311;qvieira@bol.com.br;2283,19;;Móveis;Gm01-82Pa;Campo de Carvalho, João Paulo Ii, 97479-027 Duarte do Galho / AM;SP;79012309;Mesa;5;dinheiro;Entregar urgente
Milena Teixeira;2025-01-07;+55 (021) 7804-9364;pedro-henrique54@melo.com;5467,57;INATIVO;Roupas;zw80-49og;Travessa Farias, 547, Cardoso, 36029-458 Duarte / AP;SP;17748225;Vestido;4;dinheiro;Entregar urgente
gabrielly mendes;24/11/2024;(061) 4819-4345;hporto@duarte.com;9400,95;Em análise;Móveis;Fv49-30gW;Avenida de Cavalcanti, 10, Conjunto Bonsucesso, 56743-514 Alves / MS;XX;77053164;Cadeira;;;Entregar urgente
Gabriel Santos;17/09/2024;5511985994869;fvieira@hotmail.com;7957.7;Inativo;Alimentos;wS52-38VY;das Neves;SP;16421746;Bolacha;;dinheiro;Atraso na entrega
Sr. Bernardo Peixoto;09/03/2024;+55 (051) 0882-6385;expedita@illum;8867.5;Inativo;Eletrônicos;vf58-76qH;Sítio de da Rosa, Frei Leopoldo, 93919-152 Aragão de Silva / PR;XX;51084-157;Notebook;;Boleto;Atraso na entrega
Ana Laura Gomes;28/10/2024;(061) 2814 7731;peixotoana-clara@barbosa.br;3328,6;INATIVO;Eletrônicos;lE96-62Ic;Quadra Aragão, 845, Saudade, 57520-194 Nogueira / RO;MG;67430149;Notebook;;Cartão;Atraso na entrega
Isis da Cunha;11/02/2025;0300-653-3151;igorfogaca@ramos.org;6835.89;Ativo;Móveis;Ug14-31PN;Condomínio Ana Sophia Vieira, 77, Penha, 60525616 da Rosa do Norte / SP;XX;66965-414;Cadeira;4;PIX;
Noah da Cunha;2024-03-28;+55 21 6679-6514;pda-conceicao@hotmail.com;6330.65;;Eletrônicos;NJ01-51Xu;Praça de Silveira, 79, Zilah Sposito, 03006-469 Lima do Norte / CE;RS;43920-721;Notebook;;Cartão;Atraso na entrega
Dr. Julia Nunes;07/04/2025;0800 570 4536;leticiaduarte@cardoso.br;6296.5;Em análise;Eletrônicos;ay08-99Yo;Rodovia de Novaes, 49, Vitoria Da Conquista, 18235-141 Sales / PA;MG;46861320;Smartphone;1;Cartão;Entregar urgente
João Miguel Rocha;2023-06-22;+55 51 6817 7688;nicolassales@hotmail.com;1559.13;Em análise;Eletrônicos;Ii02-21ld;Nunes;MG;27341044;Notebook;1;Cartão;Entregar urgente
maria vitória viana;17/04/2025;5521931774799;yasminnunes@monteiro.com;5056,26;ativo;Roupas;uh95-48aJ;Quadra Cardoso, 449, Centro, 45340-241 Martins do Sul / PR;SP;04316376;Vestido;;;Entregar urgente
Sra. Giovanna da Rosa;07/06/2024;41 1720 3514;lnogueira@da.com;8344,54;Ativo;Eletrônicos;eS99-87dN;Moraes Verde;MG;60637-319;Notebook;2;dinheiro;Atraso na entrega
Dr. Ana Carolina Gomes;2023-12-23;+55 81 9686 2590;da-luzgabriela@cardoso.br;5369,56;Ativo;Roupas;VL54-07UO;Estrada Alana Fernandes, 16, Santa Helena, 58409859 Campos / CE;SP;38963485;Jaqueta;;dinheiro;Atraso na entrega
vinicius nunes;2024-08-16;0300 473 5887;vda-rosa@moura.br;1545,55;INATIVO;Alimentos;sN61-87BE;Colônia Farias, 16, Itatiaia, 04255851 Ramos / AL;RS;36744053;Café;;;Atraso na entrega
giovanna da costa;29/05/2023;5511908196588;pietraaraujo@alves.org;3668,18;Ativo;Roupas;nG24-56Xt;Trevo de Moura, 25, Vera Cruz, 12078082 da Costa / MS;SP;06406-146;Jaqueta;;Cartão;Entregar urgente
vicente fogaça;2024-09-25;5521972659829;lara22@ramos.com;6529,9;ativo;Móveis;vY25-49TH;Distrito Teixeira, 5, São Tomaz, 16990420 Ramos de Minas / AP;MG;96427-789;Armário;;Boleto;
Dra. Luiza Barbosa;30/01/2025;5531913286164;cda-mota@gmail.com;8882,46;;Móveis;Ei94-70eA;Lago João Vitor Alves, 92, Vila Novo São Lucas, 90652-739 Rocha de Goiás / PI;RS;16480-;Cadeira;;dinheiro;
Gustavo Henrique Nunes;02/03/2025;(071) 0968 9565;cunhaluana@yahoo.com.br;6946,2;Em análise;Móveis;Ax18-92Ov;Sítio Maysa Carvalho, 38, Conjunto Jatoba, 66935-784 Castro / SP;MG;98483-057;Armário;4;Dinheiro;Atraso na entrega
Dra. Heitor da Cruz;2025-02-07;84 1791-3602;davi-lucas39@peixoto.com;7626,83;Em análise;Alimentos;jm98-58Aj;Silva da Mata;RJ;96213-804;Refrigerante;5;dinheiro;Entregar urgente
Marina Moreira;2023-08-27;51 5109 4939;aliquam@harum;1474,06;INATIVO;Roupas;pi54-33dm;Trecho Melo, 62, Vila Santa Monica 2ª Seção, 76765154 Nogueira do Amparo / DF;MG;86154-355;Camisa;;Boleto;Atraso na entrega
Ana Carolina Fernandes;02/12/2024;0300-455-5900;yasmin48@bol.com.br;8066,74;Ativo;Eletrônicos;Gb33-79HH;Ladeira Pedro Miguel Monteiro, Satelite, 42526878 da Paz do Galho / BA;SP;90931168;Tablet;;Dinheiro;Cliente VIP
Sra. Davi Lucca Ramos;2024-06-30;+55 (041) 2052 0285;aragaojuliana@pires.br;8697.63;;Móveis;tE29-32Hi;Chácara da Luz, 83, Boa União 2ª Seção, 52556-505 Gonçalves / MT;MG;85255-715;Armário;;;Cliente VIP
Dr. Samuel Costa;2023-05-04;(051) 1724-8053;quas@ipsa;330.5;ativo;Alimentos;Jh58-43tD;Praia Santos, 12, Vila Petropolis, 11106-644 Ramos da Praia / RJ;MG;68092-245;Chocolate;5;;Entregar urgente
Dra. Kamilly da Luz;02/08/2023;(061) 4141 3335;vicente16@gmail.com;741.11;INATIVO;Roupas;Vr32-60Eh;Vila Breno Cardoso, 68, Alta Tensão 2ª Seção, 04645-828 Moura / ES;RS;04873485;Vestido;3;Boleto;Entregar urgente
Fernando da Mata;18/09/2023;11 4673 9160;wcampos@gmail.com;7596,39;Ativo;Roupas;Vx86-96tg;Condomínio de Pereira, 37, Vila Santa Monica 1ª Seção, 13767983 Viana do Campo / AC;SP;96157484;Calça;1;Boleto;Entregar urgente
luiz felipe correia;2024-07-18;(021) 3064 6626;juansales@fernandes.br;481.12;Em análise;Roupas;TU36-71JJ;Rodovia de Silveira, 762, Vila Aeroporto Jaraguá, 44124359 da Paz / MT;SP;44904-;Vestido;3;Dinheiro;Atraso na entrega
luiz felipe da rocha;2024-10-16;(021) 3727-8690;hmoraes@ig.com.br;6819.33;;Eletrônicos;wb83-93pv;Jardim de Jesus, 23, Nova Floresta, 37892-493 da Conceição de da Cruz / SC;MG;33384-824;Notebook;;Boleto;Cliente VIP
Lorenzo Sales;2024-08-28;5521929099224;waraujo@azevedo.com;6732,22;Inativo;Móveis;uB38-44Kb;Área de Gomes, 5, Senhor Dos Passos, 21159-858 Rodrigues de Lima / AL;SP;94819-024;Armário;;Boleto;Entregar urgente
Luiz Fernando Moreira;2024-07-10;(071) 8866 4637;theo24@gmail.com;3776.65;ativo;Alimentos;qb95-70cj;Largo Marcelo Gonçalves, 7, Manacas, 66683956 Rezende do Amparo / MT;RS;80507-502;Chocolate;4;;Entregar urgente
Sra. Laís Gonçalves;2024-12-14;5541948360472;pda-conceicao@martins.org;5201,81;Inativo;Móveis;YB85-25MT;Esplanada Gomes, 37, Padre Eustáquio, 85047-647 Silveira / MT;XX;89675043;Cadeira;;dinheiro;Cliente VIP
Emanuella Monteiro;2024-09-10;5551998856916;tviana@uol.com.br;6105.39;INATIVO;Roupas;JF53-27wb;Trecho de Nogueira, 831, Salgado Filho, 45208-212 Cardoso Grande / SC;MG;37092-472;Camisa;;dinheiro;Entregar urgente
olivia das neves;2025-01-10;(071) 8747-9254;yasminsilva@campos.com;8544,81;;Eletrônicos;Hh78-13aO;Área Barros, 23, Céu Azul, 41092-636 Barros das Flores / SC;RS;56980472;Tablet;1;PIX;Atraso na entrega
rafaela lima;2023-10-07;+55 (084) 7885 3588;nalves@ramos.net;6615,31;ativo;Roupas;wJ88-27Od;Cunha de Dias;XX;70895-163;Vestido;;Dinheiro;Atraso na entrega
Heitor Ribeiro;2023-08-23;(051) 3039 1113;ana-luiza01@lopes.br;8262.43;Inativo;Móveis;bg56-19VT;Esplanada Theo Carvalho, 56, Jardim Vitoria, 47668-345 Moraes / SC;XX;65736369;Armário;2;Dinheiro;Cliente VIP
Dra. Joaquim Almeida;2023-05-14;5541942556392;quos@quasi;9468.51;Ativo;Roupas;Rk98-28AM;da Rosa de Goiás;XX;24000-163;Vestido;;Boleto;
Dra. Melissa da Luz;2023-07-25;(071) 5833 7944;ualmeida@ig.com.br;3112,75;Inativo;Roupas;yF42-22el;Avenida de Monteiro, 25, Europa, 74217-201 Cavalcanti / SE;SP;165613;Calça;5;PIX;Entregar urgente
Emanuel Monteiro;2025-02-22;(041) 7440-1478;acunha@hotmail.com;8103,65;;Móveis;AI65-62lM;Núcleo de da Paz, 29, Ambrosina, 87961321 Peixoto do Amparo / AP;SP;71976889;Mesa;3;Dinheiro;
manuela monteiro;13/02/2024;5551984930969;wrezende@da.br;2963.67;Ativo;Eletrônicos;RO03-08wn;Trecho Souza, 5, Suzana, 11261-680 Caldeira da Serra / SE;MG;36313275;Notebook;;;
Eloah da Paz;2023-09-30;5541974360476;gomesluiz-miguel@nogueira.org;5043.78;Inativo;Alimentos;Pr38-15Qd;Travessa Barbosa, 53, Nova Suíça, 79090251 Silva de da Cunha / MS;XX;84439-471;Refrigerante;;dinheiro;Entregar urgente
juan jesus;23/10/2023;+55 31 1604 9047;minima@provident;5497.63;;Móveis;DA59-10WV;Loteamento Fernandes, 82, Frei Leopoldo, 63903-235 Teixeira de Mendes / AP;SP;24284029;Sofá;;PIX;Cliente VIP
Sr. Sra. Manuela Barros;2024-02-13;+55 51 6658 0739;balves@melo.com;2477,86;Ativo;Móveis;Og66-42lA;Oliveira;RJ;80412-039;Cadeira;4;dinheiro;
Sr. Eduardo Rocha;09/02/2024;+55 (031) 4700-0291;nunesbruna@hotmail.com;3217,98;ativo;Eletrônicos;Rq61-41pV;Passarela de Ribeiro, 38, Guarani, 90639270 Farias / SE;XX;29195233;Tablet;3;;Atraso na entrega
sarah caldeira;2023-06-16;+55 11 3192 7422;cardosoalexandre@hotmail.com;775,53;Inativo;Eletrônicos;NM17-63lz;Trevo Levi Pinto, 64, Vila Jardim Alvorada, 88292-107 da Rocha da Praia / MG;RJ;676525;Tablet;;Dinheiro;Cliente VIP
Dr. Isabelly Freitas;2024-01-23;+55 (084) 3296 4632;stella36@ig.com.br;2536.51;ativo;Alimentos;Bj88-92ua;Campo Mendes, 87, Outro, 05592283 Pinto do Sul / AP;SP;896851;Bolacha;;Boleto;Entregar urgente
Dra. Sra. Gabrielly da Luz;2023-09-29;0800 111 7565;cunhahelena@silveira.com;435.43;ativo;Roupas;ab95-49ee;Alameda da Luz, Nova Cachoeirinha, 93972998 Vieira / AM;MG;66291-158;Camisa;;Dinheiro;Atraso na entrega
Alice da Rocha;2023-07-14;+55 (084) 5381-9367;sarahteixeira@uol.com.br;3358.21;INATIVO;Roupas;Sj83-35DK;Cunha;SP;85068517;Vestido;;dinheiro;Cliente VIP
Sra. Luigi Rezende;05/09/2023;(021) 1609 6742;joao-miguelcavalcanti@azevedo.com;7393.27;Em análise;Alimentos;Pu86-41cQ;Ladeira Almeida, 475, Novo São Lucas, 37362534 Rocha / MS;RJ;40207335;Bolacha;5;Boleto;Entregar urgente
Davi Azevedo;19/08/2024;(021) 8322-3858;nemo@molestiae;2004.87;ativo;Eletrônicos;Wm95-82zZ;Fazenda de Barros, 47, São Salvador, 65822272 Peixoto de Minas / PB;AM;941795;Notebook;;;
Sr. Isaac Teixeira;2024-09-13;+55 41 9946-8516;pintoemanuella@fogaca.br;1949.88;Inativo;Roupas;DN91-73yF;Parque de Rodrigues, 721, Cruzeiro, 60934575 Gomes Verde / BA;MG;04090-204;Camisa;;Dinheiro;Cliente VIP
Raquel Correia;31/08/2024;(021) 6266-3261;julia36@ig.com.br;5775.72;ativo;Roupas;tB80-95we;Estação Nathan Gonçalves, 82, Vila Havaí, 84071-578 Peixoto / RJ;SP;28557727;Camisa;;Boleto;
Dra. Maria Julia Gomes;10/07/2024;5584980324745;scampos@uol.com.br;356,71;Inativo;Móveis;up71-50fz;Loteamento de da Cruz, 42, Mirante, 90445319 Aragão do Norte / MA;MG;28313-626;Cadeira;1;;Atraso na entrega
Dr. Henrique Souza;2024-11-03;+55 (021) 1917 0210;luiz-henrique49@cardoso.com;2690.48;Em análise;Eletrônicos;HM05-15Rq;Recanto Laís Peixoto, 2, Ápia, 48773-408 Martins do Oeste / AC;RS;38148429;Fone de Ouvido;4;Boleto;
pedro henrique moreira;03/12/2023;0300 566 1406;beatriznogueira@da.com;6326,33;Em análise;Eletrônicos;Aq22-89yI;Chácara Almeida, 16, Guarani, 27645696 Azevedo das Flores / SE;MG;14346933;Fone de Ouvido;;;Cliente VIP
Sra. Alexandre Costa;2024-07-02;+55 71 4567 4396;ssilva@gmail.com;6250.85;Inativo;Alimentos;Us51-75Pi;Parque Azevedo, Palmares, 47312248 Gonçalves Alegre / BA;XX;81507273;Chocolate;2;PIX;
Eloah Costela;2025-01-06;+55 (061) 9956 1456;ateixeira@da.br;174,66;;Alimentos;BB61-81oB;Vereda Samuel Vieira, 34, Vila Cemig, 60797307 Dias / SE;SP;60665-591;Chocolate;;;Atraso na entrega
Dr. Ryan Martins;2025-04-27;21 1088 5265;larissa71@bol.com.br;9086,6;ativo;Móveis;Fi81-31uj;Loteamento de Rodrigues, 46, Vila Rica, 73013605 Campos / ES;RJ;08174-449;Armário;4;PIX;
Lívia Nogueira;2024-07-04;+55 71 1206 6469;gustavo-henrique03@rodrigues.com;9551.08;INATIVO;Roupas;AC04-87fp;Cardoso;SP;56624-791;Camisa;;dinheiro;Atraso na entrega
Dra. Dra. Esther Barros;2024-07-31;+55 61 3935-8073;araujolucca@hotmail.com;5555.95;Ativo;Roupas;kx31-07Sj;Costa das Pedras;MG;72836604;Jaqueta;5;PIX;
Carlos Eduardo Viana;2024-07-03;+55 (011) 2463-5979;officia@saepe;1263.99;ativo;Roupas;HL46-10wY;Residencial Thales Novaes, 545, Alto Barroca, 32394-986 Peixoto / MA;RS;24415-522;Calça;2;Cartão;Cliente VIP
Dr. Matheus Castro;17/03/2024;(084) 8158 2790;delectus@sequi;1058.82;Em análise;Alimentos;kM83-21MD;Residencial de Alves, 24, São Benedito, 03080-662 Dias de Rocha / BA;SP;27146-728;Refrigerante;;;Entregar urgente
Rebeca Rezende;2023-06-08;5551966535177;fernando63@cardoso.br;9444,72;ativo;Eletrônicos;xr97-49Hx;das Neves do Amparo;MG;14951831;Smartphone;2;PIX;Entregar urgente
Vitor Gabriel Caldeira;2024-09-15;5521945219666;castrobreno@hotmail.com;7086.47;Em análise;Móveis;TR17-30vn;Setor Vieira, 27, São Paulo, 13652-256 Lopes de Melo / CE;MG;79469-496;Cadeira;2;;Entregar urgente
Mariane Azevedo;04/12/2023;5551986804085;pintoana-sophia@ig.com.br;2081.27;Inativo;Roupas;xd12-23et;Viela de das Neves, 399, Vila Jardim Alvorada, 51137-494 Pinto de Cavalcanti / PE;RS;25663-585;Jaqueta;;PIX;Entregar urgente
Dr. Maria Vitória Ribeiro;24/07/2023;(071) 5805-2985;claricenovaes@castro.com;9833,12;ativo;Roupas;VV22-20KQ;Área de Carvalho, 519, São João Batista, 14514-485 Almeida / ES;MG;99726936;Jaqueta;2;dinheiro;
Dr. Sra. Carolina Peixoto;2024-01-03;5551944058326;rcarvalho@gmail.com;3990.57;Ativo;Eletrônicos;DT92-76TC;Travessa Barbosa, 465, Candelaria, 10695419 Ribeiro / PE;MG;71860587;Fone de Ouvido;4;PIX;
Dra. Emanuelly Melo;2024-01-12;0500-595-4863;portoana-laura@santos.br;789,67;ativo;Móveis;sW83-65OQ;Chácara Júlia Freitas, Vila Jardim Leblon, 39802098 Correia Grande / AC;RS;76145809;Cadeira;4;dinheiro;
isaac da rocha;2024-08-03;(051) 1006 8626;isabelnunes@oliveira.br;4545,0;Em análise;Móveis;hL54-70hk;Pereira;MG;43414752;Mesa;;Cartão;
marina gomes;09/03/2024;51 6360 7042;vmonteiro@ig.com.br;7134,57;ativo;Eletrônicos;Aa63-22pm;Alameda Emanuella Rocha, 134, Vila Inestan, 82619-215 Martins / AP;RJ;96293449;Tablet;4;Boleto;Cliente VIP
emanuel moraes;10/09/2024;5531988342601;amoraes@moura.br;8118.45;INATIVO;Móveis;Bu79-00dC;Chácara Vitor Souza, 60, Satelite, 77310130 Pinto / PE;SP;43796922;Cadeira;3;Boleto;Entregar urgente
Sra. Mirella Costa;2023-06-22;5571988512516;amartins@bol.com.br;125,54;Ativo;Móveis;Cm04-96iY;Quadra de Lima, 9, Vila Formosa, 72472-996 Alves do Galho / AM;MG;38865752;Cadeira;;PIX;Entregar urgente
Maria Clara Nascimento;2024-05-01;+55 (051) 5453 8480;barbosamaria-alice@yahoo.com.br;3324.71;ativo;Alimentos;li03-80NO;Vereda Maria Clara da Luz, 84, Ventosa, 89668230 Barbosa Paulista / ES;AM;65359345;Refrigerante;;;Atraso na entrega
mariana da rosa;22/06/2023;(011) 2836 5152;fernandesalicia@cardoso.com;6585.13;Em análise;Móveis;Os02-07aJ;Viaduto Diego Monteiro, 778, Luxemburgo, 11414-762 Carvalho da Praia / PE;SP;09460451;Mesa;;;Entregar urgente
Davi Luiz Ribeiro;26/11/2024;5581953355625;davi-luizferreira@fogaca.net;6280,48;Ativo;Alimentos;xT02-85lO;Fazenda de das Neves, 13, Ermelinda, 49749671 Azevedo do Amparo / RR;SP;67074-709;Café;;Boleto;Entregar urgente
Dr. Isaac Novaes;09/05/2023;5531933154796;joao57@uol.com.br;2851.52;INATIVO;Alimentos;qV47-27lq;Trecho Pedro Henrique Cunha, 89, Santa Cecilia, 39648-190 Barros / PR;RS;01629763;Café;;Cartão;Entregar urgente
Emanuel Rezende;2023-06-24;(084) 0017-3906;zgoncalves@yahoo.com.br;1062,32;;Móveis;Gp29-66Lq;Conjunto Sofia da Cunha, 77, São Bernardo, 11820-182 da Cunha / PE;SP;38008679;Cadeira;3;PIX;Atraso na entrega
sra. maria eduarda sales;15/10/2024;5541980784315;diaserick@uol.com.br;9214,32;INATIVO;Alimentos;Eb21-96lM;Avenida Pedro Monteiro, 39, São Paulo, 69967-175 Araújo / PB;MG;62443-846;Chocolate;;Dinheiro;Cliente VIP
luna fernandes;2023-08-27;+55 (021) 0052-0689;alexia05@bol.com.br;4672,0;Em análise;Alimentos;pW79-46Pm;Estrada Pedro Lucas Moreira, 57, Nossa Senhora Aparecida, 66335-839 Mendes de Barbosa / PR;XX;10127-;Bolacha;;dinheiro;Cliente VIP
João Miguel Souza;23/04/2025;+55 (031) 0621 8064;psilva@nascimento.com;9799.17;Ativo;Móveis;Ow55-93EO;Lopes;MG;61304-496;Armário;;;Cliente VIP
sofia freitas;30/04/2024;0300 576 4761;sofiacastro@goncalves.br;8478.94;;Roupas;Qy96-86qC;Travessa Vitor Gabriel Moreira, 7, São Lucas, 44215650 Peixoto / SP;XX;42553-610;Vestido;;Cartão;
Nina Rocha;2024-07-27;+55 (021) 7467-6408;hda-mata@melo.com;2920,42;INATIVO;Móveis;rs97-55Bh;Distrito Yuri Martins, 83, Marilandia, 15412951 Moreira do Sul / SP;SP;66890-614;Cadeira;;Dinheiro;Entregar urgente
juliana rezende;2023-05-13;(071) 0352-0454;ecosta@gmail.com;6150.04;Inativo;Eletrônicos;yE19-29tO;Vila de Nascimento, 42, Granja De Freitas, 05504-939 Aragão das Pedras / PB;SP;80143-438;Fone de Ouvido;4;;Cliente VIP
isabella pires;2023-11-15;+55 (031) 0069-5983;ymoreira@freitas.com;2975.41;ativo;Alimentos;xd01-00MC;Rodovia Caroline Duarte, 13, Castelo, 70099-040 da Mata do Galho / MG;RJ;12793428;Refrigerante;4;Boleto;
Stephany Moura;07/10/2024;(021) 6118 5209;julianamoura@moura.org;3291,05;Inativo;Eletrônicos;Ph33-43Tl;Lagoa Theo da Conceição, 71, Jardim Atlântico, 33596922 Silveira / AP;MG;38499-200;Smartphone;;PIX;Cliente VIP
Sr. Lorenzo Lima;05/03/2024;21 6319 0940;pcastro@cardoso.br;9125,77;;Móveis;Oy75-21lv;Rua Emanuella Rodrigues, 43, São Salvador, 70817-642 Cardoso / AM;SP;27931-315;Mesa;4;;
vicente fogaça;28/09/2023;(051) 0201 5125;almeidaana-luiza@das.br;936,66;ativo;Roupas;Ea51-19Sn;da Mata de Ribeiro;MG;85475-194;Camisa;;dinheiro;Entregar urgente
Dr. Dra. Olivia Silveira;14/03/2025;(061) 4981 9118;larissabarbosa@bol.com.br;6974.88;Ativo;Eletrônicos;gM79-71VY;Vale Rezende, 61, Havaí, 24751-261 Moreira / AC;SP;93990-049;Notebook;;Cartão;
Sra. Davi Lucca Dias;02/05/2024;(081) 8779-7035;snascimento@yahoo.com.br;5853,89;Ativo;Eletrônicos;Bj64-35GG;Lagoa Diogo Moreira, Lajedo, 27535778 Lima / MS;SP;18423-978;Notebook;2;Dinheiro;Atraso na entrega
Dr. Alice Rezende;2023-10-18;81 5728-6131;juliamendes@dias.com;1787.9;Ativo;Alimentos;va25-91jg;Viela da Paz, 3, Capitão Eduardo, 98762-453 Sales / RJ;RS;68577-883;Chocolate;4;Cartão;Entregar urgente
lorenzo cardoso;13/07/2024;+55 (084) 3362 4756;lporto@gomes.com;1752.48;ativo;Móveis;Ph68-55kz;Rodovia Pietra Vieira, 6, Conjunto Providencia, 91992-143 Moraes / PI;SP;83980698;Mesa;;;Cliente VIP
Dra. Laura Araújo;27/06/2023;0500-561-7481;officia@atque;446.52;;Eletrônicos;mI74-81aF;Souza;SP;08607294;Tablet;2;dinheiro;Cliente VIP
Srta. Ana Júlia Silva;2023-12-27;+55 81 3948-0033;ana-laurada-mota@yahoo.com.br;1606,31;INATIVO;Alimentos;aD81-09pa;Recanto Raquel da Costa, Vale Do Jatoba, 57975-218 Dias / PA;MG;67107704;Café;;;Cliente VIP
Dra. Alice Gonçalves;04/11/2023;+55 71 9550 9783;sophiada-paz@bol.com.br;8696,72;Inativo;Roupas;xO74-69zG;Trevo de Sales, 7, Conjunto Celso Machado, 36694552 Moraes / DF;MG;70517212;Camisa;;Boleto;Entregar urgente
stephany duarte;2024-01-05;+55 11 9919 2735;joao86@souza.net;6179.25;INATIVO;Eletrônicos;Au33-09iw;Vila de Peixoto, 666, Jardim Do Vale, 97399-108 Pereira do Sul / AC;RS;28086-596;Fone de Ouvido;;dinheiro;Atraso na entrega
Pietra Lima;30/11/2023;0800 624 0960;da-matavicente@uol.com.br;7939.0;ativo;Móveis;Ck85-14ZB;Largo Nascimento, 586, Santa Rosa, 91934-970 da Cunha do Oeste / PB;MG;21691-425;Sofá;5;dinheiro;Cliente VIP
Luiz Miguel Alves;24/09/2023;+55 11 1320 9061;ida-paz@ig.com.br;7782,57;Em análise;Móveis;IC34-99df;Castro;MG;69200-855;Sofá;5;Cartão;Atraso na entrega
milena nascimento;29/11/2023;+55 (084) 5570 0786;fernando39@da.br;6101,79;Ativo;Roupas;fo32-18in;Favela Daniel da Luz, 887, Camponesa 2ª Seção, 89065330 Viana de Rezende / DF;AM;61383004;Jaqueta;;Cartão;Cliente VIP
